,DATE,MONTH,cloud_cover,wind_speed,wind_gust,humidity,pressure,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max
809,20020320,3,8,4.8,15.2,0.81,1.0111,0.7,1.36,1.1,11.1,8.2,14.8
810,20020321,3,7,4.1,12.9,0.85,1.0161,0.51,0.2,0.2,11.0,7.7,14.2
811,20020322,3,6,4.9,10.5,0.81,1.022,0.54,0.13,0.3,8.1,3.4,10.8
812,20020323,3,4,3.5,7.6,0.7,1.0308,1.2,0.0,4.3,6.1,2.3,10.1
813,20020324,3,4,2.5,6.7,0.7,1.0342,1.34,0.0,5.3,4.1,-0.9,8.4
814,20020325,3,3,1.6,4.9,0.69,1.0306,1.97,0.0,10.9,3.3,-3.2,10.2
815,20020326,3,3,2.6,7.4,0.61,1.0287,1.97,0.0,10.7,4.5,-1.1,10.8
816,20020327,3,1,2.6,8.1,0.64,1.0312,1.99,0.0,10.8,4.4,-2.9,10.4
817,20020328,3,0,2.5,8.0,0.57,1.0293,2.1,0.0,11.7,6.4,-2.7,15.6
818,20020329,3,0,2.9,9.6,0.51,1.0236,2.12,0.0,11.7,9.4,0.7,17.1
819,20020330,3,6,1.5,5.5,0.64,1.0224,0.74,0.0,0.9,8.9,2.3,14.5
820,20020331,3,6,3.3,13.5,0.61,1.0183,1.54,0.02,6.2,11.1,6.7,15.8
821,20020401,4,4,2.0,7.6,0.58,1.0169,1.99,0.0,9.9,13.2,8.7,19.4
822,20020402,4,3,3.8,11.4,0.47,1.0158,2.17,0.0,11.4,14.1,6.3,21.0
823,20020403,4,1,5.0,11.4,0.43,1.0106,2.21,0.0,11.6,14.8,9.3,21.0
824,20020404,4,4,3.7,9.0,0.49,1.0086,2.02,0.0,9.7,12.4,5.5,19.4
825,20020405,4,0,5.2,14.1,0.46,1.0102,2.3,0.0,12.1,9.0,1.2,15.8
826,20020406,4,0,5.4,13.9,0.53,1.0191,2.35,0.0,12.4,5.4,0.7,10.1
827,20020407,4,0,2.9,9.3,0.55,1.0216,2.37,0.0,12.4,6.7,-1.6,13.7
828,20020408,4,0,3.7,11.4,0.49,1.0221,2.4,0.0,12.5,7.0,-1.2,13.0
829,20020409,4,5,3.3,8.6,0.47,1.0205,1.72,0.0,6.6,7.4,0.2,13.5
830,20020410,4,1,5.6,10.5,0.49,1.0178,2.22,0.0,10.6,7.5,3.4,12.0
831,20020411,4,4,4.1,8.8,0.6,1.0093,1.33,0.0,3.7,7.6,3.3,12.1
832,20020412,4,4,4.4,10.8,0.67,1.0028,1.91,0.0,7.8,9.0,1.6,15.1
833,20020413,4,8,4.0,8.4,0.78,1.0047,0.55,0.0,0.0,7.6,6.7,8.8
834,20020414,4,7,2.3,5.9,0.7,1.0095,1.11,0.09,2.2,7.6,4.2,11.4
835,20020415,4,8,4.0,7.3,0.89,1.0137,0.56,1.33,0.0,6.1,3.3,7.8
836,20020416,4,8,2.2,6.6,0.94,1.0143,0.57,0.79,0.0,7.2,5.6,8.7
837,20020417,4,8,1.7,4.0,0.91,1.0162,0.57,0.13,0.0,8.5,6.6,10.7
838,20020418,4,7,3.2,12.9,0.84,1.017,0.92,1.73,1.1,9.2,5.1,14.8
839,20020419,4,6,1.6,7.0,0.86,1.0213,1.36,0.37,3.4,7.8,3.8,11.3
840,20020420,4,3,1.8,7.5,0.81,1.0297,1.98,0.0,7.5,8.3,1.0,15.4
841,20020421,4,1,1.4,6.9,0.69,1.035,2.58,0.0,12.2,11.3,3.2,19.8
842,20020422,4,5,1.9,4.8,0.67,1.0315,1.3,0.0,2.9,13.1,4.4,19.6
843,20020423,4,6,2.9,8.2,0.71,1.0293,1.26,0.0,2.6,14.2,10.5,18.7
844,20020424,4,6,3.9,10.5,0.77,1.0264,1.17,0.0,2.1,14.5,10.4,20.6
845,20020425,4,6,3.9,10.5,0.81,1.0207,1.48,0.0,3.8,13.0,8.5,18.6
846,20020426,4,7,3.9,10.5,0.83,1.0079,0.68,0.73,0.1,9.2,4.8,13.4
847,20020427,4,6,3.9,10.5,0.76,1.0089,1.66,0.31,4.8,8.4,6.3,12.6
848,20020428,4,7,3.9,10.5,0.8,1.0017,1.14,1.88,1.8,10.1,7.2,13.8
849,20020429,4,6,3.9,10.5,0.75,1.003,1.68,0.42,4.8,9.6,4.6,12.9
850,20020430,4,7,3.9,10.5,0.64,1.0076,1.33,0.04,2.7,12.2,6.9,16.5
851,20020501,5,7,6.1,22.0,0.68,1.0057,1.52,0.15,3.7,13.1,8.9,16.0
852,20020502,5,6,4.6,10.9,0.74,1.0086,1.06,0.0,1.3,12.0,9.1,15.2
853,20020503,5,8,3.1,8.7,0.8,1.0144,0.65,0.24,0.0,9.3,6.6,12.3
854,20020504,5,8,4.8,12.5,0.89,1.0149,0.65,2.38,0.0,8.7,6.1,10.8
855,20020505,5,8,3.9,10.5,0.9,1.0148,0.66,0.4,0.0,8.0,5.8,10.6
856,20020506,5,6,3.9,10.5,0.8,1.0224,1.83,0.2,5.4,10.1,5.7,14.4
857,20020507,5,3,3.9,10.5,0.7,1.0219,2.84,0.0,12.6,13.1,4.6,19.2
858,20020508,5,4,4.3,10.7,0.8,1.0144,2.29,0.0,8.4,13.8,8.0,18.3
859,20020509,5,7,2.4,6.3,0.77,1.0073,2.16,0.0,7.4,17.9,11.6,26.2
860,20020510,5,6,2.3,5.8,0.89,1.0074,0.82,0.58,0.3,16.2,12.2,18.7
861,20020511,5,6,2.3,7.1,0.82,1.0093,1.28,0.0,2.1,14.8,11.8,18.4
862,20020512,5,7,2.1,5.8,0.84,1.014,0.68,0.0,0.0,13.5,8.4,16.7
863,20020513,5,4,3.9,11.3,0.71,1.0145,2.45,0.16,9.2,15.5,7.3,21.8
864,20020514,5,6,7.0,17.8,0.73,1.0162,1.57,0.1,3.5,13.9,10.5,18.4
865,20020515,5,4,3.9,9.7,0.71,1.0251,2.61,0.0,10.3,14.4,8.2,20.0
866,20020516,5,2,1.8,6.3,0.65,1.0209,3.12,0.0,14.2,17.7,9.3,25.6
867,20020517,5,4,3.1,10.1,0.66,1.0131,2.84,0.0,11.9,18.7,10.1,25.4
868,20020518,5,7,3.3,9.5,0.81,1.0154,0.98,0.4,0.7,15.5,11.8,20.8
869,20020519,5,6,2.8,6.7,0.7,1.0199,2.07,0.0,6.3,15.4,9.2,20.5
870,20020520,5,4,3.0,9.7,0.62,1.0157,2.8,0.0,11.4,17.9,10.9,23.0
871,20020521,5,4,5.9,12.8,0.53,1.0065,3.09,0.0,13.6,20.2,14.4,25.3
872,20020522,5,7,4.6,11.5,0.68,1.0024,0.99,0.18,0.7,18.4,13.9,21.6
873,20020523,5,6,2.7,6.6,0.73,1.0083,1.13,0.0,1.2,15.0,11.5,19.2
874,20020524,5,5,4.7,14.0,0.72,1.0098,1.85,0.05,4.8,14.3,8.3,19.3
875,20020525,5,5,3.5,11.5,0.69,1.0124,1.73,0.1,4.1,13.2,8.1,17.8
876,20020526,5,4,5.6,13.7,0.67,1.0088,2.1,0.0,6.3,13.9,9.8,18.8
877,20020527,5,4,3.5,8.0,0.61,1.0078,2.58,0.0,9.5,15.1,9.5,20.6
878,20020528,5,5,3.0,8.6,0.59,1.0096,2.17,0.04,6.7,16.1,12.0,20.6
879,20020529,5,5,5.2,13.7,0.63,1.0158,2.02,0.0,5.7,14.4,9.6,18.2
880,20020530,5,5,3.2,15.3,0.66,1.0235,2.4,0.17,8.1,14.0,7.9,19.5
881,20020531,5,3,3.6,9.4,0.65,1.0255,2.73,0.0,10.4,14.7,8.4,20.4
882,20020601,6,1,2.5,9.9,0.59,1.0261,3.33,0.0,15.1,14.2,5.1,21.2
883,20020602,6,3,3.0,10.2,0.49,1.0205,2.99,0.0,12.3,17.7,7.4,25.2
884,20020603,6,6,4.8,12.6,0.54,1.0109,2.1,0.38,5.9,19.6,15.0,25.4
885,20020604,6,5,2.8,9.1,0.65,1.0071,2.91,0.0,11.6,20.0,13.0,26.2
886,20020605,6,7,3.6,14.3,0.68,0.9988,0.74,0.35,0.0,20.0,15.6,23.3
887,20020606,6,6,2.9,7.6,0.7,1.0026,1.89,0.0,4.6,17.8,14.7,22.8
888,20020607,6,7,4.0,8.8,0.74,1.0046,1.3,0.0,1.6,16.6,12.6,20.2
889,20020608,6,7,1.6,6.9,0.62,1.0084,2.11,0.0,5.9,17.5,13.0,22.7
890,20020609,6,6,2.7,8.9,0.59,1.0084,2.41,0.19,7.8,18.8,12.9,24.7
891,20020610,6,7,4.7,13.1,0.78,1.0116,1.67,0.18,3.3,14.1,11.4,17.6
892,20020611,6,6,3.7,16.0,0.82,1.0152,1.4,1.01,2.0,14.0,11.3,18.5
893,20020612,6,8,4.8,12.7,0.88,1.0151,1.15,0.79,1.0,15.7,12.4,20.0
894,20020613,6,8,4.1,11.4,0.84,1.0161,0.75,0.11,0.0,14.9,12.1,17.3
895,20020614,6,6,2.6,6.4,0.75,1.0162,1.8,1.12,4.0,19.2,13.3,25.0
896,20020615,6,7,4.0,10.8,0.75,1.0151,1.84,0.01,4.2,19.1,16.2,21.9
897,20020616,6,6,2.3,9.6,0.76,1.0185,1.86,0.11,4.3,19.3,14.9,25.2
898,20020617,6,4,2.5,6.8,0.65,1.0171,3.04,0.0,12.4,25.2,15.6,33.1
899,20020618,6,3,5.4,16.2,0.58,1.0152,3.04,0.0,12.4,27.3,17.5,34.8
900,20020619,6,5,1.9,6.6,0.68,1.0221,2.24,1.45,6.6,20.2,15.3,25.2
901,20020620,6,7,3.5,18.1,0.81,1.0185,0.97,0.0,0.4,18.7,14.3,23.4
902,20020621,6,6,2.1,7.2,0.71,1.0217,1.89,0.0,4.5,18.1,12.9,24.1
903,20020622,6,5,3.6,9.5,0.64,1.0199,1.87,0.06,4.4,20.6,12.4,26.7
904,20020623,6,5,3.5,12.8,0.64,1.0205,2.28,0.0,6.9,18.5,14.0,22.6
905,20020624,6,3,2.8,10.1,0.57,1.0246,3.09,0.0,12.8,17.6,11.6,23.0
906,20020625,6,2,1.3,5.9,0.61,1.0271,2.79,0.0,10.5,17.2,8.9,23.7
907,20020626,6,1,2.5,8.3,0.61,1.0216,3.08,0.0,12.7,18.9,10.9,25.5
908,20020627,6,4,4.0,10.3,0.66,1.0151,2.15,0.06,6.1,16.3,10.9,21.4
909,20020628,6,5,5.4,14.8,0.7,1.0176,1.8,0.06,4.0,13.5,8.1,19.2
910,20020629,6,4,3.4,8.2,0.62,1.0205,2.13,0.0,6.0,15.0,8.5,19.9
911,20020630,6,5,4.6,10.5,0.63,1.0157,2.16,0.19,6.2,16.1,10.0,20.6
912,20020701,7,8,5.4,17.4,0.82,1.007,0.74,1.65,0.0,14.5,12.5,15.9
913,20020702,7,7,6.0,18.2,0.77,1.0043,1.44,0.55,2.2,14.6,12.4,18.8
914,20020703,7,8,6.0,13.3,0.85,1.0019,0.96,0.81,0.4,15.1,13.0,18.3
915,20020704,7,6,5.4,12.6,0.75,1.0134,1.62,0.18,3.1,15.9,12.7,20.3
916,20020705,7,7,3.4,12.0,0.65,1.0137,1.56,0.05,2.8,17.8,13.1,23.3
917,20020706,7,7,2.9,7.2,0.76,1.0143,1.24,0.0,1.4,17.1,13.5,21.4
918,20020707,7,6,3.3,9.8,0.72,1.0172,1.59,0.0,3.0,17.8,13.9,21.5
919,20020708,7,3,3.5,10.9,0.63,1.0126,3.3,0.0,14.8,21.5,14.3,28.4
920,20020709,7,5,2.8,9.1,0.65,1.0081,2.17,0.03,6.4,22.5,16.6,29.5
921,20020710,7,6,2.9,7.4,0.84,1.0114,1.1,1.71,0.9,14.9,12.2,19.2
922,20020711,7,5,3.6,10.3,0.69,1.0188,2.24,0.0,6.9,16.4,11.0,21.7
923,20020712,7,5,1.5,6.6,0.62,1.0204,2.14,0.23,6.3,18.2,10.7,23.9
924,20020713,7,8,1.5,8.6,0.82,1.016,1.43,0.75,2.3,18.1,16.0,23.0
925,20020714,7,8,2.9,7.4,0.87,1.0208,0.8,0.07,0.1,18.5,16.5,22.3
926,20020715,7,6,3.1,7.8,0.75,1.0199,1.99,0.0,5.4,20.6,16.3,25.9
927,20020716,7,6,3.6,9.4,0.72,1.0154,1.6,0.01,3.2,19.7,14.8,23.7
928,20020717,7,7,4.2,11.4,0.74,1.0151,0.72,0.0,0.0,18.5,14.6,21.5
929,20020718,7,6,5.0,10.8,0.67,1.017,1.79,0.0,4.3,16.7,13.7,22.3
930,20020719,7,5,2.6,6.9,0.71,1.0186,0.99,0.0,0.6,15.5,10.6,19.6
931,20020720,7,3,1.9,13.4,0.69,1.0162,2.88,0.8,12.0,17.2,9.0,24.5
932,20020721,7,6,4.5,13.4,0.8,1.0138,1.74,0.1,4.1,15.9,12.5,19.2
933,20020722,7,7,3.9,9.8,0.71,1.0179,1.68,0.0,3.8,16.2,13.0,19.6
934,20020723,7,7,4.6,12.3,0.72,1.013,0.97,0.15,0.6,17.8,14.8,20.9
935,20020724,7,7,4.1,12.3,0.76,1.0124,1.23,0.17,1.6,17.5,14.8,21.5
936,20020725,7,6,2.5,7.0,0.69,1.0154,1.7,0.16,4.0,17.3,13.1,20.9
937,20020726,7,7,3.1,7.3,0.82,1.0168,1.1,0.05,1.1,18.0,14.5,22.8
938,20020727,7,1,2.2,6.1,0.7,1.0191,2.9,0.0,12.6,21.6,14.2,27.4
939,20020728,7,0,2.6,7.9,0.59,1.0187,3.12,0.0,14.5,23.5,16.4,29.6
940,20020729,7,1,1.5,6.3,0.59,1.0169,3.06,0.0,14.1,24.8,16.2,31.9
941,20020730,7,3,1.6,14.8,0.67,1.0107,2.13,0.0,6.9,24.3,18.3,32.9
942,20020731,7,6,1.8,8.2,0.77,1.0083,1.88,0.21,5.3,22.1,18.6,27.0
943,20020801,8,6,2.8,9.3,0.86,1.0114,0.91,0.31,0.5,17.8,13.4,20.5
944,20020802,8,5,2.1,7.1,0.65,1.014,2.19,0.0,7.5,19.6,14.1,25.0
945,20020803,8,6,2.5,8.6,0.79,1.0135,1.01,0.14,0.9,17.3,14.1,20.5
946,20020804,8,4,2.8,8.0,0.69,1.0125,2.49,0.01,9.9,18.8,14.1,24.1
947,20020805,8,6,1.8,6.9,0.82,1.0131,1.0,0.08,0.9,17.0,13.8,20.4
948,20020806,8,5,2.5,7.8,0.86,1.0129,1.48,0.39,3.2,15.9,12.2,19.3
949,20020807,8,4,1.5,4.4,0.78,1.0156,1.76,0.0,4.9,16.9,10.9,23.9
950,20020808,8,4,1.6,4.7,0.8,1.0127,1.67,0.0,4.4,18.2,14.4,24.7
951,20020809,8,5,3.2,9.7,0.78,1.0063,1.79,0.31,5.2,18.5,15.1,24.0
952,20020810,8,6,2.5,7.5,0.8,1.0047,1.31,0.0,2.4,18.2,15.2,23.1
953,20020811,8,8,2.9,8.1,0.83,1.0054,0.63,0.0,0.0,18.5,15.8,21.4
954,20020812,8,6,4.1,12.3,0.74,1.0102,1.53,0.03,3.7,18.4,14.7,23.5
955,20020813,8,5,2.8,9.3,0.73,1.0189,1.45,0.0,3.3,18.7,14.7,23.2
956,20020814,8,3,1.3,5.0,0.73,1.0205,2.22,0.0,8.7,19.7,12.7,26.0
957,20020815,8,1,1.8,7.0,0.66,1.0184,2.45,0.0,10.6,21.3,13.9,28.7
958,20020816,8,1,1.8,6.3,0.59,1.0184,2.7,0.0,12.9,22.5,14.2,29.6
959,20020817,8,2,2.0,7.5,0.6,1.0163,2.59,0.0,12.1,23.0,14.8,30.0
960,20020818,8,1,3.5,9.7,0.55,1.0134,2.52,0.0,11.6,24.7,17.1,30.8
961,20020819,8,6,3.6,15.6,0.68,1.0146,1.62,2.04,4.7,23.1,18.7,31.5
962,20020820,8,6,2.7,8.9,0.73,1.0137,1.37,1.24,3.2,22.0,17.2,27.6
963,20020821,8,8,3.5,7.2,0.92,1.0145,0.58,1.69,0.0,17.1,16.1,18.8
964,20020822,8,7,2.6,5.6,0.86,1.0178,0.58,0.01,0.0,17.4,16.1,20.4
965,20020823,8,6,1.9,6.7,0.82,1.0183,1.15,0.0,2.1,18.3,15.1,23.0
966,20020824,8,6,2.1,7.9,0.89,1.0187,0.84,1.28,0.7,17.4,15.3,21.2
967,20020825,8,7,2.1,6.5,0.77,1.0228,1.17,0.0,2.3,18.4,15.3,22.4
968,20020826,8,5,3.9,10.1,0.8,1.0183,1.52,0.0,4.5,20.1,15.1,25.5
969,20020827,8,6,1.8,5.9,0.88,1.0138,0.55,0.08,0.0,19.4,17.5,21.5
970,20020828,8,5,3.2,7.9,0.8,1.0152,1.58,0.0,5.1,21.8,18.7,26.7
971,20020829,8,4,2.1,6.0,0.79,1.0181,1.73,0.0,6.3,19.8,15.7,24.7
972,20020830,8,2,2.0,7.4,0.8,1.0191,1.64,0.0,5.7,19.2,14.1,24.1
973,20020831,8,5,3.2,10.0,0.77,1.0208,1.3,0.0,3.4,18.2,13.4,23.3
974,20020901,9,4,1.9,6.5,0.69,1.0287,1.23,0.0,3.3,15.0,9.9,20.0
975,20020902,9,2,4.0,10.0,0.64,1.0279,2.23,0.0,11.9,16.9,10.7,22.8
976,20020903,9,2,2.7,18.7,0.69,1.0185,1.77,0.09,7.7,15.6,9.4,21.8
977,20020904,9,5,3.0,10.0,0.78,1.0119,1.44,0.04,5.1,17.0,11.7,22.6
978,20020905,9,5,1.9,5.3,0.75,1.0144,1.41,0.0,4.9,18.0,13.7,22.9
979,20020906,9,3,4.0,9.5,0.72,1.0161,1.74,0.0,7.8,17.2,12.8,22.2
980,20020907,9,4,4.4,10.4,0.69,1.0129,1.2,0.0,3.5,17.9,13.9,22.7
981,20020908,9,4,4.1,9.9,0.64,1.0115,1.84,0.0,9.0,19.8,14.8,25.3
982,20020909,9,5,3.0,11.1,0.67,1.012,1.46,0.02,5.7,20.0,13.3,27.8
983,20020910,9,8,1.3,3.9,0.81,1.0208,0.47,0.85,0.0,15.1,13.2,17.0
984,20020911,9,7,1.9,5.6,0.87,1.0248,0.52,0.02,0.1,14.7,12.9,18.0
985,20020912,9,2,4.2,11.0,0.74,1.025,2.02,0.0,11.5,17.3,10.8,22.4
986,20020913,9,1,2.4,8.9,0.68,1.0246,2.06,0.0,12.2,15.7,9.4,22.6
987,20020914,9,6,2.5,8.5,0.82,1.0222,0.64,0.0,0.6,14.9,9.3,19.2
988,20020915,9,4,2.6,7.6,0.7,1.0216,1.77,0.0,9.5,15.4,9.4,20.5
989,20020916,9,5,1.3,5.9,0.78,1.0199,1.25,0.0,4.7,13.4,6.6,19.3
990,20020917,9,7,1.4,5.8,0.78,1.0182,0.67,0.0,0.8,14.4,10.2,18.2
991,20020918,9,6,1.5,4.0,0.78,1.0171,0.42,0.0,0.0,14.1,10.4,16.5
992,20020919,9,5,2.0,6.2,0.7,1.0162,1.45,0.0,6.9,14.7,10.1,19.7
993,20020920,9,6,1.6,5.9,0.76,1.0193,0.8,0.0,1.7,13.9,8.4,20.1
994,20020921,9,7,1.3,5.9,0.81,1.0174,0.41,0.06,0.0,13.4,10.1,16.8
995,20020922,9,5,2.7,15.0,0.85,1.0106,0.8,0.48,1.8,12.0,6.3,17.4
996,20020923,9,4,5.1,14.3,0.71,1.0158,1.27,0.0,5.7,11.1,6.2,15.4
997,20020924,9,2,4.5,13.4,0.66,1.0215,1.76,0.02,11.1,9.7,3.9,14.8
998,20020925,9,7,2.0,5.2,0.91,1.0178,0.39,0.41,0.0,9.4,3.4,13.0
999,20020926,9,7,2.6,6.5,0.88,1.0161,0.43,0.21,0.1,11.6,8.3,14.7
1000,20020927,9,6,2.0,5.6,0.84,1.0231,1.06,0.09,4.3,12.0,7.2,17.8
1001,20020928,9,6,1.4,4.7,0.74,1.0286,0.85,0.0,2.6,12.7,7.4,17.3
1002,20020929,9,2,1.4,4.9,0.76,1.0292,1.58,0.0,10.1,12.7,6.5,19.7
1003,20020930,9,2,3.7,10.1,0.66,1.0265,1.61,0.0,10.7,13.0,6.7,19.1
1004,20021001,10,5,2.3,8.2,0.68,1.0236,1.41,0.0,8.5,13.5,8.5,21.0
1005,20021002,10,7,3.1,7.1,0.7,1.0216,0.87,0.01,3.1,14.9,10.3,19.7
1006,20021003,10,8,3.4,8.9,0.87,1.022,0.34,0.3,0.0,15.3,13.5,17.0
1007,20021004,10,5,2.5,7.7,0.78,1.0258,1.19,0.0,6.5,13.4,7.9,18.6
1008,20021005,10,7,4.3,10.4,0.9,1.0212,0.33,1.14,0.0,11.3,6.5,13.6
1009,20021006,10,6,4.5,13.8,0.86,1.0147,0.54,0.1,0.9,10.3,2.5,13.1
1010,20021007,10,6,2.1,5.8,0.87,1.0184,0.42,0.13,0.3,7.6,1.0,11.9
1011,20021008,10,4,3.4,8.1,0.73,1.016,1.36,0.0,9.4,7.5,3.9,12.6
1012,20021009,10,2,3.8,11.8,0.73,1.0116,1.32,0.0,9.0,8.3,1.4,15.9
1013,20021010,10,4,3.8,11.1,0.76,1.0115,1.3,0.0,9.0,8.4,4.5,13.5
1014,20021011,10,4,4.9,11.8,0.71,1.0148,1.1,0.0,6.7,7.1,3.6,11.7
1015,20021012,10,8,2.6,6.7,0.73,1.013,0.3,0.0,0.0,7.6,5.5,9.8
1016,20021013,10,8,2.6,8.4,0.82,1.0121,0.34,0.06,0.1,8.8,7.4,11.2
1017,20021014,10,7,6.7,16.3,0.79,1.0066,0.29,0.24,0.0,10.8,8.3,13.1
1018,20021015,10,6,3.5,10.4,0.86,1.0082,0.32,0.02,0.1,11.1,9.0,13.5
1019,20021016,10,6,5.6,13.6,0.8,1.0003,0.44,0.2,0.7,13.2,10.6,15.5
1020,20021017,10,5,4.0,10.4,0.8,1.0006,0.8,0.0,4.1,10.1,5.3,14.5
1021,20021018,10,6,4.5,12.1,0.82,1.007,0.55,0.79,1.7,7.6,3.7,11.5
1022,20021019,10,4,3.6,17.4,0.86,1.0166,0.67,0.12,2.9,5.9,2.4,10.9
1023,20021020,10,6,3.3,8.3,0.74,1.0176,0.68,0.05,3.1,6.7,2.4,10.7
1024,20021021,10,7,4.9,11.8,0.84,1.0002,0.26,0.07,0.0,11.5,7.6,16.0
1025,20021022,10,7,5.7,14.3,0.81,0.9919,0.38,0.14,0.6,14.2,11.8,16.5
1026,20021023,10,5,6.9,17.1,0.76,0.9969,0.59,0.1,2.5,10.8,4.2,14.5
1027,20021024,10,3,5.2,11.1,0.72,1.0096,1.02,0.12,8.2,8.6,4.0,12.2
1028,20021025,10,7,6.6,15.2,0.83,0.9995,0.24,0.92,0.0,11.8,9.4,13.6
1029,20021026,10,5,9.4,23.6,0.65,1.0094,0.71,0.63,4.2,11.7,7.6,15.0
1030,20021027,10,7,11.6,30.8,0.75,1.0061,0.49,0.66,1.8,12.0,7.4,17.2
1031,20021028,10,2,5.9,15.1,0.71,1.0264,0.87,0.0,6.8,8.8,4.4,12.6
1032,20021029,10,7,3.9,11.0,0.74,1.0202,0.28,0.15,0.2,8.5,3.9,11.0
1033,20021030,10,7,1.6,5.3,0.84,1.0146,0.35,0.05,0.7,9.9,8.6,12.4
1034,20021031,10,7,1.3,4.6,0.88,1.0187,0.21,0.0,0.0,8.5,2.3,11.2
1035,20021101,11,6,3.6,8.4,0.88,1.0169,0.24,1.17,0.1,9.6,1.7,13.9
1036,20021102,11,6,3.4,12.7,0.85,1.0116,0.39,0.69,1.2,12.9,9.6,15.6
1037,20021103,11,7,5.4,13.5,0.83,1.0061,0.41,0.38,1.5,11.8,8.4,14.7
1038,20021104,11,6,1.9,5.1,0.88,1.0144,0.2,0.01,0.0,8.7,5.9,11.9
1039,20021105,11,7,1.6,4.7,0.84,1.0244,0.35,0.0,1.0,7.6,3.1,9.4
1040,20021106,11,4,5.8,12.6,0.8,1.0192,0.72,0.38,6.0,7.2,2.3,11.5
1041,20021107,11,6,3.7,13.2,0.86,1.0112,0.19,0.7,0.0,6.8,4.8,9.0
1042,20021108,11,6,6.4,17.6,0.86,1.0102,0.32,1.47,0.9,5.8,1.4,9.2
1043,20021109,11,4,5.0,19.8,0.81,1.0013,0.59,0.02,4.3,8.0,1.3,11.2
1044,20021110,11,5,4.2,12.9,0.87,1.0078,0.41,1.58,2.0,5.0,-1.2,8.6
1045,20021111,11,5,4.1,11.7,0.87,1.004,0.45,0.01,2.6,9.5,7.2,12.3
1046,20021112,11,5,5.7,12.2,0.78,1.0078,0.57,0.18,4.5,10.3,7.5,13.3
1047,20021113,11,7,5.9,14.6,0.79,0.9972,0.33,0.17,1.2,10.5,8.6,12.1
1048,20021114,11,5,6.2,13.2,0.72,0.9902,0.26,0.0,0.6,10.9,8.4,13.5
1049,20021115,11,6,3.1,8.7,0.85,0.9946,0.17,0.03,0.0,8.3,5.0,10.2
1050,20021116,11,8,2.3,7.2,0.92,0.998,0.16,1.28,0.0,7.8,4.6,9.6
1051,20021117,11,7,4.3,10.0,0.87,1.0086,0.29,0.08,1.0,9.3,7.9,11.9
1052,20021118,11,7,2.3,5.9,0.88,1.0142,0.16,0.0,0.0,8.8,6.8,10.4
1053,20021119,11,7,2.1,5.8,0.83,1.0134,0.27,0.0,0.8,8.0,5.2,10.4
1054,20021120,11,5,4.2,11.3,0.82,1.0103,0.52,0.0,4.5,6.8,1.9,10.3
1055,20021121,11,7,5.5,12.0,0.73,0.9982,0.15,0.0,0.0,10.1,8.1,12.5
1056,20021122,11,6,3.7,7.6,0.79,1.0,0.21,0.0,0.4,9.4,5.9,11.8
1057,20021123,11,3,5.2,11.5,0.76,1.0064,0.63,0.12,7.2,8.5,5.4,12.2
1058,20021124,11,6,3.1,7.4,0.85,1.0087,0.2,0.29,0.3,7.5,3.7,9.9
1059,20021125,11,7,3.7,10.4,0.87,1.0034,0.17,0.33,0.1,8.2,5.8,10.2
1060,20021126,11,7,2.7,8.7,0.87,1.0134,0.14,0.0,0.0,8.2,3.6,10.1
1061,20021127,11,3,3.5,13.6,0.82,1.0158,0.53,0.0,5.6,6.7,0.6,11.8
1062,20021128,11,6,5.3,11.6,0.76,1.011,0.45,0.03,4.2,9.9,8.3,12.4
1063,20021129,11,7,2.3,6.4,0.84,1.0137,0.14,0.03,0.0,9.3,7.4,11.1
1064,20021130,11,8,1.6,4.5,0.89,1.0201,0.16,0.01,0.1,7.9,6.9,8.9
1065,20021201,12,6,5.8,13.9,0.82,1.0108,0.42,0.47,4.2,7.3,4.8,9.5
1066,20021202,12,7,4.6,10.0,0.86,1.0021,0.12,0.19,0.0,6.9,5.5,8.1
1067,20021203,12,7,2.0,5.7,0.84,1.0115,0.25,0.01,1.4,7.2,3.8,10.7
1068,20021204,12,4,2.8,6.4,0.83,1.0152,0.31,0.0,2.3,5.5,2.1,8.9
1069,20021205,12,7,3.2,10.0,0.84,1.0208,0.15,0.0,0.2,4.7,0.9,7.7
1070,20021206,12,8,5.3,11.7,0.8,1.0278,0.12,0.0,0.0,1.8,0.7,4.2
1071,20021207,12,8,5.4,10.7,0.8,1.0258,0.12,0.0,0.0,0.6,-1.4,1.5
1072,20021208,12,3,4.7,10.2,0.69,1.0273,0.47,0.0,5.8,-1.4,-3.7,1.0
1073,20021209,12,0,4.8,11.4,0.66,1.0285,0.52,0.0,6.9,-5.0,-7.7,-2.9
1074,20021210,12,0,3.2,7.4,0.68,1.0263,0.5,0.0,6.7,-5.9,-8.5,-1.7
1075,20021211,12,0,2.6,6.4,0.71,1.0256,0.5,0.0,6.6,-6.5,-10.7,-2.0
1076,20021212,12,3,3.9,11.3,0.66,1.0226,0.26,0.0,1.7,-3.0,-9.9,1.1
1077,20021213,12,6,2.0,7.2,0.81,1.0243,0.11,0.01,0.0,0.1,-6.3,4.4
1078,20021214,12,8,1.6,6.3,0.88,1.0209,0.11,0.0,0.0,2.5,-1.0,5.0
1079,20021215,12,8,6.8,13.3,0.82,1.0129,0.13,0.38,0.1,3.6,2.7,4.9
