,date,de_bbq_weather,dresden_bbq_weather,dusseldorf_bbq_weather,heathrow_bbq_weather,kassel_bbq_weather,maastricht_bbq_weather,muenchen_bbq_weather,oslo_bbq_weather,stockholm_bbq_weather,tours_bbq_weather
801,20020312,False,False,False,False,False,False,True,False,False,False
802,20020313,False,False,False,False,False,False,True,False,False,True
803,20020314,False,False,False,False,False,False,False,False,False,False
804,20020315,False,False,False,False,False,False,False,False,False,False
805,20020316,False,False,False,False,False,False,False,False,False,False
806,20020317,False,False,False,False,False,False,False,False,False,False
807,20020318,False,False,False,False,False,False,True,False,False,False
808,20020319,False,False,False,False,False,False,False,False,False,False
809,20020320,False,False,False,False,False,False,False,False,False,False
810,20020321,False,False,False,False,False,False,False,False,False,False
811,20020322,False,False,False,False,False,False,False,False,False,False
812,20020323,False,False,False,False,False,False,False,False,False,False
813,20020324,False,False,False,False,False,False,False,False,False,False
814,20020325,False,False,False,False,False,False,False,False,False,False
815,20020326,False,False,False,False,False,False,False,False,False,False
816,20020327,False,False,False,False,False,False,False,False,False,False
817,20020328,False,False,False,False,False,False,False,False,False,False
818,20020329,False,False,False,False,False,False,False,False,False,False
819,20020330,False,True,False,False,False,False,False,False,False,False
820,20020331,False,False,False,False,False,False,False,False,False,False
821,20020401,False,False,True,True,False,True,False,False,False,True
822,20020402,True,False,True,True,True,True,True,False,False,True
823,20020403,True,False,True,True,False,True,True,False,False,False
824,20020404,True,False,True,False,False,True,False,False,False,False
825,20020405,False,False,False,False,False,False,False,False,False,False
826,20020406,False,False,False,False,False,False,False,False,False,False
827,20020407,False,False,False,False,False,False,False,False,False,False
828,20020408,False,False,False,False,False,False,False,False,False,False
829,20020409,False,False,False,False,False,False,False,False,False,False
830,20020410,False,False,False,False,False,False,False,False,False,False
831,20020411,False,False,False,False,False,False,False,False,False,False
832,20020412,False,False,False,False,False,False,True,False,False,False
833,20020413,False,False,False,False,False,False,False,False,False,False
834,20020414,False,False,False,False,False,False,False,False,False,False
835,20020415,False,False,False,False,False,False,False,False,False,False
836,20020416,False,False,False,False,False,False,False,False,False,False
837,20020417,False,False,False,False,False,False,False,False,False,False
838,20020418,False,False,False,False,False,False,False,False,False,False
839,20020419,False,False,False,False,False,False,False,False,False,False
840,20020420,False,False,False,True,False,False,False,False,False,False
841,20020421,False,False,True,True,False,False,False,False,False,True
842,20020422,True,False,True,True,True,True,False,False,False,True
843,20020423,True,False,True,True,False,True,False,False,False,False
844,20020424,True,False,True,False,False,True,False,True,True,True
845,20020425,False,False,True,False,True,False,False,False,False,True
846,20020426,False,False,False,False,False,False,False,False,False,False
847,20020427,False,False,False,False,False,False,False,False,False,False
848,20020428,False,False,False,False,False,False,False,False,False,False
849,20020429,False,False,False,False,False,False,False,False,False,False
850,20020430,False,False,False,False,False,False,True,False,False,False
851,20020501,False,False,False,False,False,False,True,False,False,False
852,20020502,False,False,False,False,False,False,True,False,False,False
853,20020503,False,False,False,False,False,False,False,False,False,False
854,20020504,False,False,False,False,False,False,False,False,False,False
855,20020505,False,False,False,False,False,False,False,False,False,False
856,20020506,False,False,False,False,False,False,False,True,False,False
857,20020507,True,False,True,False,True,False,True,True,True,True
858,20020508,True,True,True,False,False,False,True,True,True,True
859,20020509,True,True,True,False,True,True,False,True,False,False
860,20020510,False,True,False,False,False,False,False,True,False,False
861,20020511,False,True,True,False,False,False,False,False,True,False
862,20020512,False,False,False,False,False,False,False,False,True,False
863,20020513,True,False,False,False,True,True,True,True,True,False
864,20020514,False,True,False,False,False,False,False,False,True,False
865,20020515,True,False,True,True,True,True,True,False,True,True
866,20020516,True,True,True,True,True,True,True,False,False,True
867,20020517,True,True,True,False,True,True,True,False,False,False
868,20020518,False,True,False,True,False,False,False,True,False,False
869,20020519,True,False,True,True,False,True,False,True,False,False
870,20020520,True,True,True,False,True,True,False,False,True,False
871,20020521,True,True,True,False,True,False,True,True,True,False
872,20020522,False,True,False,False,False,False,True,True,True,False
873,20020523,True,False,True,False,False,True,False,False,True,False
874,20020524,False,False,False,False,True,False,False,False,True,False
875,20020525,False,False,False,False,False,False,False,False,False,False
876,20020526,False,False,True,False,True,False,False,False,False,False
877,20020527,True,False,True,False,False,True,False,False,False,False
878,20020528,True,False,False,False,False,True,False,False,False,False
879,20020529,False,True,True,False,False,False,False,False,True,False
880,20020530,True,True,False,False,True,True,True,False,True,True
881,20020531,False,False,True,True,True,True,True,False,True,True
882,20020601,True,False,True,True,False,True,True,True,False,True
883,20020602,True,True,True,False,True,True,True,True,True,False
884,20020603,False,True,False,False,True,False,False,True,True,True
885,20020604,False,True,True,False,True,False,True,True,True,False
886,20020605,False,True,False,False,False,False,False,True,True,False
887,20020606,True,False,True,False,False,True,False,True,True,False
888,20020607,True,False,True,False,False,True,False,True,True,False
889,20020608,True,False,True,False,True,True,False,True,True,True
890,20020609,False,False,False,False,False,False,False,True,True,False
891,20020610,False,False,False,False,False,False,False,False,True,False
892,20020611,False,True,False,False,False,False,True,False,False,True
893,20020612,False,True,False,False,False,False,True,True,True,True
894,20020613,False,False,False,True,False,False,True,False,False,True
895,20020614,False,False,False,False,False,False,True,True,False,False
896,20020615,True,False,False,False,True,False,False,False,False,True
897,20020616,False,False,False,True,False,False,False,True,False,True
898,20020617,True,True,True,False,True,True,True,True,True,True
899,20020618,False,True,True,True,True,True,True,False,True,False
900,20020619,True,True,False,True,False,False,False,True,True,False
901,20020620,False,False,True,False,True,False,False,False,False,True
902,20020621,True,False,True,False,True,True,False,False,False,True
903,20020622,False,True,False,True,True,True,True,False,False,True
904,20020623,True,True,True,True,True,False,False,False,False,True
905,20020624,True,True,True,True,True,True,False,True,False,True
906,20020625,True,True,True,True,True,True,False,True,False,True
907,20020626,True,True,True,True,True,True,True,False,False,True
908,20020627,False,False,False,True,True,True,False,False,False,True
909,20020628,False,True,False,True,False,False,True,False,False,True
910,20020629,True,False,True,True,False,False,True,True,False,True
911,20020630,True,True,False,False,True,True,True,False,True,True
912,20020701,False,False,False,False,False,False,False,False,True,False
913,20020702,False,False,False,False,False,False,False,False,False,False
914,20020703,False,False,False,False,False,False,False,False,False,False
915,20020704,False,False,False,False,False,True,False,False,False,True
916,20020705,True,True,False,False,False,False,True,True,True,False
917,20020706,True,False,True,False,True,False,False,False,False,True
918,20020707,False,True,True,False,False,True,False,True,False,False
919,20020708,True,True,True,False,True,True,True,False,True,False
920,20020709,False,True,False,False,False,True,False,False,True,False
921,20020710,False,False,False,False,False,False,False,False,True,False
922,20020711,True,False,True,False,False,True,True,False,False,True
923,20020712,True,True,False,True,False,False,False,False,True,False
924,20020713,False,False,False,True,False,False,False,False,True,True
925,20020714,True,True,False,True,False,False,False,True,True,True
926,20020715,True,True,True,True,True,False,False,True,True,True
927,20020716,True,False,False,True,False,True,False,True,True,True
928,20020717,True,False,True,True,False,False,False,True,True,True
929,20020718,True,True,True,True,False,True,False,False,False,True
930,20020719,True,False,True,True,False,True,True,False,False,True
931,20020720,False,True,False,True,False,False,True,False,False,True
932,20020721,False,False,False,True,False,False,True,False,False,True
933,20020722,True,True,True,True,False,True,True,False,False,True
934,20020723,False,False,False,True,False,False,True,False,False,True
935,20020724,False,False,False,True,False,False,False,False,False,True
936,20020725,False,True,False,True,False,False,False,True,False,True
937,20020726,False,False,False,True,False,True,False,True,False,True
938,20020727,True,True,True,True,True,True,False,True,True,True
939,20020728,True,True,True,True,True,True,True,True,True,True
940,20020729,True,True,True,True,True,True,True,True,True,True
941,20020730,False,True,True,False,True,False,True,False,True,False
942,20020731,False,True,False,False,True,True,False,False,False,False
943,20020801,False,False,False,True,False,False,False,True,True,False
944,20020802,True,True,True,False,True,False,True,True,True,False
945,20020803,False,True,False,False,False,False,False,True,True,False
946,20020804,False,False,False,False,False,False,False,True,True,False
947,20020805,False,False,False,False,False,True,True,True,True,False
948,20020806,False,True,False,True,True,False,False,True,True,False
949,20020807,False,False,True,False,False,True,False,True,True,True
950,20020808,True,False,True,False,False,False,True,True,True,False
951,20020809,False,True,False,False,False,False,False,True,True,False
952,20020810,True,True,True,False,False,True,False,False,True,False
953,20020811,True,False,True,False,True,False,False,False,True,False
954,20020812,True,False,False,True,False,False,False,False,True,False
955,20020813,True,False,True,True,False,True,True,True,True,True
956,20020814,True,True,True,True,True,True,True,True,True,True
957,20020815,True,True,True,True,True,True,True,True,True,True
958,20020816,True,True,True,True,True,True,True,True,True,False
959,20020817,True,True,True,True,False,True,True,True,True,True
960,20020818,True,False,True,True,True,True,True,True,True,True
961,20020819,False,True,False,True,True,False,True,True,True,False
962,20020820,False,True,False,True,False,False,False,False,True,False
963,20020821,False,True,False,True,True,False,False,True,True,True
964,20020822,False,True,False,True,False,True,True,True,True,True
965,20020823,True,True,True,True,False,False,True,True,True,True
966,20020824,False,True,False,True,False,False,True,True,True,True
967,20020825,False,True,True,False,True,True,True,True,True,False
968,20020826,True,True,True,True,True,True,False,True,True,False
969,20020827,True,True,False,True,True,True,False,True,False,False
970,20020828,True,True,True,True,False,False,True,True,True,False
971,20020829,True,True,True,True,False,True,True,False,False,True
972,20020830,True,True,True,False,True,True,True,False,True,True
973,20020831,False,False,True,True,False,False,True,False,False,True
974,20020901,True,True,True,True,True,True,False,True,True,True
975,20020902,True,True,True,True,True,True,True,True,True,True
976,20020903,False,True,False,True,True,True,False,True,True,True
977,20020904,True,True,False,True,False,False,False,False,True,True
978,20020905,True,False,True,False,True,True,True,False,False,True
979,20020906,True,True,True,False,False,True,True,False,True,False
980,20020907,False,True,True,False,False,True,True,False,True,True
981,20020908,False,True,True,False,True,False,True,True,True,False
982,20020909,True,True,False,False,False,True,False,True,True,False
983,20020910,True,False,False,True,False,False,False,True,True,False
984,20020911,False,True,False,True,False,False,True,True,True,True
985,20020912,True,True,True,True,True,True,True,True,True,True
986,20020913,True,True,True,True,True,True,False,True,False,True
987,20020914,True,False,True,True,False,True,False,True,False,True
988,20020915,True,False,True,True,True,True,False,False,False,True
989,20020916,True,False,True,True,False,True,False,True,False,True
990,20020917,False,False,True,True,True,True,True,False,False,True
991,20020918,False,False,False,True,False,True,True,False,False,False
992,20020919,False,True,True,True,True,True,False,False,False,False
993,20020920,True,False,True,True,False,False,False,False,False,True
994,20020921,False,False,False,False,False,False,False,False,False,True
995,20020922,False,False,False,False,False,False,False,False,False,True
996,20020923,False,False,False,True,False,False,False,False,False,True
997,20020924,False,False,False,True,False,False,False,False,False,False
998,20020925,False,False,False,False,False,False,False,False,False,False
999,20020926,False,False,False,False,False,False,False,False,False,False
1000,20020927,True,False,False,True,False,False,False,False,False,False
1001,20020928,False,False,False,True,False,False,False,False,False,True
1002,20020929,True,False,True,True,False,True,False,False,False,True
1003,20020930,True,False,True,True,False,True,False,False,False,True
1004,20021001,True,False,True,True,True,True,True,False,False,True
1005,20021002,True,False,False,False,False,True,True,False,False,False
1006,20021003,False,False,False,True,False,False,False,False,False,False
1007,20021004,False,False,True,True,False,False,False,False,False,True
1008,20021005,False,False,False,True,False,False,False,False,False,False
1009,20021006,False,False,False,False,False,False,False,False,False,True
1010,20021007,False,False,False,False,False,False,False,False,False,False
1011,20021008,False,False,False,False,False,False,False,False,False,True
1012,20021009,False,False,False,False,False,False,False,False,False,False
1013,20021010,False,False,False,False,False,False,False,False,False,True
1014,20021011,False,False,False,False,False,False,False,False,False,False
1015,20021012,False,False,False,False,False,False,False,False,False,False
1016,20021013,False,False,False,False,False,False,False,False,False,False
1017,20021014,False,False,False,False,False,False,False,False,False,False
1018,20021015,False,False,False,False,False,False,False,False,False,False
1019,20021016,False,False,False,False,False,False,False,False,False,False
1020,20021017,False,False,False,False,False,False,False,False,False,False
1021,20021018,False,False,False,False,False,False,False,False,False,False
1022,20021019,False,False,False,False,False,False,False,False,False,False
1023,20021020,False,False,False,False,False,False,False,False,False,False
1024,20021021,False,False,False,False,False,False,False,False,False,False
1025,20021022,False,False,False,False,False,False,True,False,False,False
1026,20021023,False,False,False,False,False,False,False,False,False,False
1027,20021024,False,False,False,False,False,False,False,False,False,False
1028,20021025,False,False,False,False,False,False,False,False,False,False
1029,20021026,False,False,False,False,False,False,False,False,False,False
1030,20021027,False,False,False,False,False,False,True,False,False,False
1031,20021028,False,False,False,False,False,False,False,False,False,False
1032,20021029,False,False,False,False,False,False,False,False,False,False
1033,20021030,False,False,False,False,False,False,False,False,False,False
1034,20021031,False,False,False,False,False,False,False,False,False,False
1035,20021101,False,False,False,False,False,False,False,False,False,False
1036,20021102,False,False,False,False,False,False,False,False,False,False
1037,20021103,False,False,False,False,False,False,False,False,False,False
1038,20021104,False,False,False,False,False,False,False,False,False,False
1039,20021105,False,False,False,False,False,False,False,False,False,False
1040,20021106,False,False,False,False,False,False,False,False,False,False
1041,20021107,False,False,False,False,False,False,False,False,False,False
1042,20021108,False,False,False,False,False,False,False,False,False,False
1043,20021109,False,False,False,False,False,False,False,False,False,False
1044,20021110,False,False,False,False,False,False,False,False,False,False
1045,20021111,False,False,False,False,False,False,False,False,False,False
1046,20021112,False,False,False,False,False,False,False,False,False,False
1047,20021113,False,False,False,False,False,False,False,False,False,False
1048,20021114,False,False,False,False,False,False,False,False,False,False
1049,20021115,False,False,False,False,False,False,False,False,False,False
1050,20021116,False,False,False,False,False,False,False,False,False,False
1051,20021117,False,False,False,False,False,False,False,False,False,False
1052,20021118,False,False,False,False,False,False,False,False,False,False
1053,20021119,False,False,False,False,False,False,False,False,False,False
1054,20021120,False,False,False,False,False,False,False,False,False,False
1055,20021121,False,False,False,False,False,False,False,False,False,False
1056,20021122,False,False,False,False,False,False,False,False,False,False
1057,20021123,False,False,False,False,False,False,False,False,False,False
1058,20021124,False,False,False,False,False,False,False,False,False,False
1059,20021125,False,False,False,False,False,False,False,False,False,False
1060,20021126,False,False,False,False,False,False,False,False,False,False
1061,20021127,False,False,False,False,False,False,False,False,False,False
1062,20021128,False,False,False,False,False,False,False,False,False,False
1063,20021129,False,False,False,False,False,False,False,False,False,False
1064,20021130,False,False,False,False,False,False,False,False,False,False
1065,20021201,False,False,False,False,False,False,False,False,False,False
1066,20021202,False,False,False,False,False,False,False,False,False,False
1067,20021203,False,False,False,False,False,False,False,False,False,False
1068,20021204,False,False,False,False,False,False,False,False,False,False
1069,20021205,False,False,False,False,False,False,False,False,False,False
1070,20021206,False,False,False,False,False,False,False,False,False,False
1071,20021207,False,False,False,False,False,False,False,False,False,False
1072,20021208,False,False,False,False,False,False,False,False,False,False
1073,20021209,False,False,False,False,False,False,False,False,False,False
1074,20021210,False,False,False,False,False,False,False,False,False,False
1075,20021211,False,False,False,False,False,False,False,False,False,False
1076,20021212,False,False,False,False,False,False,False,False,False,False
1077,20021213,False,False,False,False,False,False,False,False,False,False
1078,20021214,False,False,False,False,False,False,False,False,False,False
1079,20021215,False,False,False,False,False,False,False,False,False,False
1080,20021216,False,False,False,False,False,False,False,False,False,False
1081,20021217,False,False,False,False,False,False,False,False,False,False
1082,20021218,False,False,False,False,False,False,False,False,False,False
1083,20021219,False,False,False,False,False,False,False,False,False,False
1084,20021220,False,False,False,False,False,False,False,False,False,False
1085,20021221,False,False,False,False,False,False,False,False,False,False
1086,20021222,False,False,False,False,False,False,False,False,False,False
1087,20021223,False,False,False,False,False,False,False,False,False,False
1088,20021224,False,False,False,False,False,False,False,False,False,False
1089,20021225,False,False,False,False,False,False,False,False,False,False
1090,20021226,False,False,False,False,False,False,False,False,False,False
1091,20021227,False,False,False,False,False,False,False,False,False,False
1092,20021228,False,False,False,False,False,False,False,False,False,False
1093,20021229,False,False,False,False,False,False,False,False,False,False
1094,20021230,False,False,False,False,False,False,False,False,False,False
1095,20021231,False,False,False,False,False,False,False,False,False,False
1096,20030101,False,False,False,False,False,False,False,False,False,False
1097,20030102,False,False,False,False,False,False,False,False,False,False
1098,20030103,False,False,False,False,False,False,False,False,False,False
1099,20030104,False,False,False,False,False,False,False,False,False,False
1100,20030105,False,False,False,False,False,False,False,False,False,False
1101,20030106,False,False,False,False,False,False,False,False,False,False
1102,20030107,False,False,False,False,False,False,False,False,False,False
1103,20030108,False,False,False,False,False,False,False,False,False,False
1104,20030109,False,False,False,False,False,False,False,False,False,False
1105,20030110,False,False,False,False,False,False,False,False,False,False
1106,20030111,False,False,False,False,False,False,False,False,False,False
1107,20030112,False,False,False,False,False,False,False,False,False,False
1108,20030113,False,False,False,False,False,False,False,False,False,False
1109,20030114,False,False,False,False,False,False,False,False,False,False
1110,20030115,False,False,False,False,False,False,False,False,False,False
1111,20030116,False,False,False,False,False,False,False,False,False,False
1112,20030117,False,False,False,False,False,False,False,False,False,False
1113,20030118,False,False,False,False,False,False,False,False,False,False
1114,20030119,False,False,False,False,False,False,False,False,False,False
1115,20030120,False,False,False,False,False,False,False,False,False,False
1116,20030121,False,False,False,False,False,False,False,False,False,False
1117,20030122,False,False,False,False,False,False,False,False,False,False
1118,20030123,False,False,False,False,False,False,False,False,False,False
1119,20030124,False,False,False,False,False,False,False,False,False,False
1120,20030125,False,False,False,False,False,False,False,False,False,False
1121,20030126,False,False,False,False,False,False,False,False,False,False
1122,20030127,False,False,False,False,False,False,False,False,False,False
1123,20030128,False,False,False,False,False,False,False,False,False,False
1124,20030129,False,False,False,False,False,False,False,False,False,False
1125,20030130,False,False,False,False,False,False,False,False,False,False
1126,20030131,False,False,False,False,False,False,False,False,False,False
1127,20030201,False,False,False,False,False,False,False,False,False,False
1128,20030202,False,False,False,False,False,False,False,False,False,False
1129,20030203,False,False,False,False,False,False,False,False,False,False
1130,20030204,False,False,False,False,False,False,False,False,False,False
1131,20030205,False,False,False,False,False,False,False,False,False,False
1132,20030206,False,False,False,False,False,False,False,False,False,False
1133,20030207,False,False,False,False,False,False,False,False,False,False
1134,20030208,False,False,False,False,False,False,False,False,False,False
1135,20030209,False,False,False,False,False,False,False,False,False,False
1136,20030210,False,False,False,False,False,False,False,False,False,False
1137,20030211,False,False,False,False,False,False,False,False,False,False
1138,20030212,False,False,False,False,False,False,False,False,False,False
1139,20030213,False,False,False,False,False,False,False,False,False,False
1140,20030214,False,False,False,False,False,False,False,False,False,False
1141,20030215,False,False,False,False,False,False,False,False,False,False
1142,20030216,False,False,False,False,False,False,False,False,False,False
1143,20030217,False,False,False,False,False,False,False,False,False,False
1144,20030218,False,False,False,False,False,False,False,False,False,False
1145,20030219,False,False,False,False,False,False,False,False,False,False
1146,20030220,False,False,False,False,False,False,False,False,False,False
1147,20030221,False,False,False,False,False,False,False,False,False,False
1148,20030222,False,False,False,False,False,False,False,False,False,False
1149,20030223,False,False,False,False,False,False,False,False,False,False
1150,20030224,False,False,False,False,False,False,False,False,False,False
1151,20030225,False,False,False,False,False,False,False,False,False,False
1152,20030226,False,False,False,False,False,False,False,False,False,False
1153,20030227,False,False,False,False,False,False,False,False,False,False
1154,20030228,False,False,False,False,False,False,False,False,False,False
1155,20030301,False,False,False,False,False,False,False,False,False,False
1156,20030302,False,False,False,False,False,False,False,False,False,False
1157,20030303,False,False,False,False,False,False,False,False,False,False
1158,20030304,False,False,False,False,False,False,False,False,False,False
1159,20030305,False,False,False,False,False,False,False,False,False,False
1160,20030306,False,False,False,False,False,False,False,False,False,False
1161,20030307,False,False,False,False,False,False,False,False,False,False
1162,20030308,False,False,False,False,False,False,False,False,False,False
1163,20030309,False,False,False,False,False,False,False,False,False,False
1164,20030310,False,False,False,False,False,False,True,False,False,False
1165,20030311,False,False,False,False,False,False,True,False,False,True
1166,20030312,False,False,False,False,False,False,False,False,False,False
1167,20030313,False,False,False,False,False,False,False,False,False,False
1168,20030314,False,False,False,False,False,False,False,False,False,False
1169,20030315,False,False,False,False,False,False,False,False,False,False
1170,20030316,False,False,False,False,False,False,False,False,False,False
1171,20030317,False,False,False,False,False,False,False,False,False,False
1172,20030318,False,False,False,False,False,False,False,False,False,False
1173,20030319,False,False,False,False,False,False,False,False,False,False
1174,20030320,False,False,False,False,False,False,False,False,False,False
1175,20030321,False,False,False,False,False,False,False,False,False,False
1176,20030322,False,False,False,True,False,False,False,False,False,True
1177,20030323,False,False,False,False,False,False,False,False,False,True
1178,20030324,True,False,True,False,True,True,False,False,False,True
1179,20030325,False,False,False,False,False,False,True,False,False,True
1180,20030326,False,False,True,False,False,False,False,False,False,True
1181,20030327,False,False,True,False,False,True,True,False,False,False
1182,20030328,True,False,True,False,False,True,True,False,False,False
1183,20030329,False,False,False,False,False,False,False,False,False,False
1184,20030330,False,False,False,False,False,True,False,False,False,False
1185,20030331,False,False,False,False,False,False,False,False,False,False
1186,20030401,False,False,False,False,False,False,False,False,False,False
1187,20030402,False,False,False,False,False,False,False,False,False,False
1188,20030403,False,False,False,True,False,False,False,False,False,False
1189,20030404,False,False,False,False,False,False,False,False,False,False
1190,20030405,False,False,False,False,False,False,False,False,False,False
1191,20030406,False,False,False,False,False,False,False,False,False,False
1192,20030407,False,False,False,False,False,False,False,False,False,False
1193,20030408,False,False,False,False,False,False,False,False,False,False
1194,20030409,False,False,False,False,False,False,False,False,False,False
1195,20030410,False,False,False,False,False,False,False,False,False,False
1196,20030411,False,False,False,False,False,False,False,False,False,False
1197,20030412,False,False,False,True,False,False,False,False,False,False
1198,20030413,True,False,True,True,False,True,False,False,False,True
1199,20030414,True,False,True,True,True,True,True,False,False,True
1200,20030415,True,True,True,True,True,True,True,False,False,True
1201,20030416,True,False,True,True,True,True,True,False,False,True
1202,20030417,True,False,True,True,False,True,True,False,False,True
1203,20030418,True,False,False,False,False,False,False,False,False,True
1204,20030419,False,False,False,False,False,False,False,False,False,False
1205,20030420,False,True,False,False,False,False,True,False,False,False
1206,20030421,False,True,True,False,True,False,False,True,True,False
1207,20030422,False,True,False,True,False,False,False,True,True,True
1208,20030423,False,False,True,False,True,True,True,True,False,True
1209,20030424,True,True,True,False,True,True,True,False,False,True
1210,20030425,False,True,False,False,False,False,True,False,False,False
1211,20030426,False,False,False,False,False,False,False,False,False,False
1212,20030427,False,False,False,False,False,False,False,False,False,False
1213,20030428,False,True,False,False,False,False,True,False,False,False
1214,20030429,False,True,False,False,False,False,True,False,False,True
1215,20030430,False,True,False,False,False,False,False,False,False,False
1216,20030501,False,True,False,False,False,False,True,False,False,False
1217,20030502,False,True,False,False,False,False,False,False,False,False
1218,20030503,False,False,False,True,False,False,False,False,False,True
1219,20030504,True,True,True,False,True,True,True,False,False,False
1220,20030505,False,True,False,False,True,False,True,False,False,False
1221,20030506,False,True,False,True,True,False,True,False,False,False
1222,20030507,True,True,True,False,True,False,True,False,False,True
1223,20030508,False,False,False,True,False,False,False,False,False,False
1224,20030509,False,False,False,False,False,False,False,False,False,False
1225,20030510,False,False,True,False,False,False,False,False,False,True
1226,20030511,False,True,False,False,True,True,False,False,False,True
1227,20030512,False,False,False,False,False,False,True,False,False,False
1228,20030513,False,False,False,False,False,False,False,False,True,False
1229,20030514,False,False,False,False,False,False,False,False,False,False
1230,20030515,False,False,False,False,False,False,False,False,False,True
1231,20030516,False,False,True,False,False,False,False,False,False,True
1232,20030517,False,False,False,False,False,False,False,False,False,False
1233,20030518,False,False,False,False,False,False,False,False,True,False
1234,20030519,False,False,False,False,False,False,False,False,True,False
1235,20030520,False,False,False,False,False,False,False,False,True,False
1236,20030521,False,False,False,False,False,False,False,False,False,False
1237,20030522,False,True,False,False,False,False,False,False,True,True
1238,20030523,False,True,False,False,True,True,True,False,False,True
1239,20030524,False,True,False,False,True,False,True,False,False,False
1240,20030525,False,True,False,True,False,False,False,False,True,False
1241,20030526,True,False,True,True,True,True,False,True,False,False
1242,20030527,True,True,True,True,True,True,False,True,True,True
1243,20030528,True,True,True,True,True,True,False,True,True,True
1244,20030529,True,True,True,True,True,True,True,False,False,True
1245,20030530,True,True,False,True,False,False,False,True,False,True
1246,20030531,True,True,True,True,False,True,False,True,True,True
1247,20030601,True,True,True,False,True,True,True,True,True,False
1248,20030602,False,True,False,True,True,False,True,True,True,False
1249,20030603,True,True,False,False,True,False,True,False,True,False
1250,20030604,False,True,False,False,True,False,False,False,True,False
1251,20030605,True,False,False,True,False,False,False,False,True,False
1252,20030606,True,True,True,False,True,True,False,True,True,True
1253,20030607,True,True,True,False,False,True,True,True,True,True
1254,20030608,False,False,False,False,False,False,False,False,False,True
1255,20030609,True,True,True,False,True,True,True,False,False,True
1256,20030610,False,False,False,True,False,False,True,False,False,False
1257,20030611,True,True,True,True,True,True,True,False,False,True
1258,20030612,True,False,False,True,True,True,False,False,True,False
1259,20030613,True,True,True,True,True,True,False,True,False,True
1260,20030614,True,True,False,True,True,False,False,False,False,False
1261,20030615,True,True,True,True,True,True,True,True,True,True
1262,20030616,True,True,True,True,True,True,True,True,False,True
1263,20030617,False,False,False,False,False,True,False,True,False,True
1264,20030618,True,False,False,True,False,True,False,False,False,True
1265,20030619,False,False,True,True,False,True,True,True,False,True
1266,20030620,True,False,True,True,True,True,False,True,False,True
1267,20030621,True,True,True,False,True,True,True,False,True,True
1268,20030622,False,True,False,False,True,True,True,True,False,True
1269,20030623,False,False,False,True,False,False,False,False,False,False
1270,20030624,True,True,True,True,True,True,False,False,False,False
1271,20030625,True,True,True,True,True,True,False,False,True,False
1272,20030626,True,True,True,True,True,True,True,True,True,False
1273,20030627,True,True,True,True,True,True,False,False,True,True
1274,20030628,True,True,True,True,False,True,True,False,True,True
1275,20030629,True,False,True,False,True,True,True,False,True,False
1276,20030630,False,False,False,False,False,False,True,True,True,False
1277,20030701,False,False,False,False,False,False,False,False,False,False
1278,20030702,False,False,False,False,False,False,False,False,False,False
1279,20030703,False,False,False,False,False,False,False,False,False,False
1280,20030704,False,False,False,True,False,False,False,True,True,True
1281,20030705,True,False,True,True,False,False,True,False,True,True
1282,20030706,True,False,True,True,False,True,True,False,True,True
1283,20030707,True,True,True,True,True,True,True,False,True,True
1284,20030708,False,True,False,True,True,True,True,False,True,True
1285,20030709,True,False,True,True,True,True,True,False,False,True
1286,20030710,True,True,True,True,True,True,True,True,True,True
1287,20030711,True,True,True,True,True,True,True,False,False,True
1288,20030712,True,True,True,True,True,True,True,True,False,True
1289,20030713,True,True,True,True,True,True,True,True,True,True
1290,20030714,True,True,True,True,True,True,True,True,True,True
1291,20030715,True,True,True,True,True,True,True,True,True,False
1292,20030716,True,True,False,False,False,True,False,True,True,False
1293,20030717,False,False,True,False,True,True,False,False,True,True
1294,20030718,False,True,True,True,True,True,True,False,True,True
1295,20030719,True,True,True,True,True,True,True,True,True,True
1296,20030720,False,True,True,True,False,True,False,True,True,True
1297,20030721,True,False,False,True,False,False,False,False,False,True
1298,20030722,True,True,True,True,False,False,False,True,False,True
1299,20030723,True,False,False,False,False,True,True,True,True,False
1300,20030724,False,False,False,False,False,False,False,False,True,False
1301,20030725,False,True,False,False,False,False,True,False,False,False
1302,20030726,True,True,False,False,False,False,True,False,True,False
1303,20030727,False,False,False,True,False,False,False,False,True,False
1304,20030728,False,False,True,False,False,True,False,True,False,True
1305,20030729,True,False,True,False,True,True,True,True,False,True
1306,20030730,False,True,False,True,True,False,True,True,True,False
1307,20030731,True,False,True,False,True,True,False,True,True,True
1308,20030801,True,True,True,False,True,True,True,False,True,True
1309,20030802,True,True,True,True,True,True,True,True,True,True
1310,20030803,True,True,True,True,True,True,True,True,True,True
1311,20030804,True,True,True,True,True,True,True,True,True,True
1312,20030805,True,True,True,True,True,True,True,True,True,True
1313,20030806,True,True,True,True,True,True,True,True,True,True
1314,20030807,True,True,True,True,True,False,True,True,True,True
1315,20030808,True,True,True,True,True,True,True,True,True,True
1316,20030809,True,True,True,True,True,True,True,True,True,True
1317,20030810,True,True,True,True,True,True,True,True,True,True
1318,20030811,True,True,True,True,True,True,True,True,True,True
1319,20030812,True,True,True,True,True,True,True,False,False,True
1320,20030813,True,True,True,True,False,True,True,False,False,False
1321,20030814,True,True,True,True,False,False,False,False,False,True
